-4.286162	-1.691593	4.497985	-3.575482	-2.069027	4.487226
-4.286162	-1.691593	4.497985	-4.305056	-1.009770	4.037075
-4.286162	-1.691593	4.497985	-4.951908	-1.881596	4.927938
-3.146729	-2.080565	3.835983	-3.575482	-2.069027	4.487226
-3.146729	-2.080565	3.835983	-3.324961	-2.532278	3.239471
-3.146729	-2.080565	3.835983	-2.491302	-1.650041	3.762605
1.662641	-5.049811	0.352082	2.233822	-5.623096	0.259456
1.662641	-5.049811	0.352082	0.908630	-5.223790	0.161596
1.662641	-5.049811	0.352082	1.794077	-4.315382	0.594006
0.706525	0.767485	2.708536	0.913747	0.018294	2.625776
0.706525	0.767485	2.708536	-0.045120	0.917179	2.987824
0.706525	0.767485	2.708536	1.268450	1.356679	2.518217
1.986435	-0.365325	2.063654	2.321289	-0.906504	1.548145
1.986435	-0.365325	2.063654	2.405774	-0.086124	2.756336
1.986435	-0.365325	2.063654	1.236388	-0.104089	1.931154
-4.505302	-2.846554	2.594999	-4.566813	-3.599047	2.230566
-4.505302	-2.846554	2.594999	-5.169148	-2.576591	2.852910
-4.505302	-2.846554	2.594999	-3.845428	-2.391756	2.660407
0.958769	3.302357	3.396979	1.072088	3.888833	3.951295
0.958769	3.302357	3.396979	0.287495	2.879917	3.263571
0.958769	3.302357	3.396979	1.636807	3.111484	2.977598
3.513176	-4.146042	5.714445	2.878767	-3.968084	5.365798
3.513176	-4.146042	5.714445	3.821643	-3.901550	6.405489
3.513176	-4.146042	5.714445	3.993655	-4.667151	5.271611
5.246097	-3.035449	-5.268359	5.362967	-3.651886	-5.710921
5.246097	-3.035449	-5.268359	4.540380	-2.670205	-5.289800
5.246097	-3.035449	-5.268359	5.825492	-2.753580	-4.801213
5.537567	0.363216	-4.416081	5.987446	0.957979	-4.819051
5.537567	0.363216	-4.416081	5.827906	-0.405422	-4.343392
5.537567	0.363216	-4.416081	4.782288	0.462650	-4.085620
5.451406	1.941893	5.688591	5.791532	2.447890	5.140327
5.451406	1.941893	5.688591	4.817946	2.195598	6.074617
5.451406	1.941893	5.688591	5.716881	1.174201	5.885587
2.317922	-4.275501	-3.561108	2.946806	-4.369368	-3.046372
2.317922	-4.275501	-3.561108	2.038710	-4.936174	-3.975799
2.317922	-4.275501	-3.561108	1.983006	-3.539520	-3.678469
2.946806	-4.369368	-3.046372	3.071275	-4.807683	-2.386726
2.946806	-4.369368	-3.046372	3.630661	-3.939559	-3.249680
1.546859	1.784462	-5.257047	1.868533	2.480308	-5.034856
1.546859	1.784462	-5.257047	0.819986	1.620382	-4.940776
1.546859	1.784462	-5.257047	1.946413	1.283041	-5.717305
-2.259705	1.497367	1.412557	-2.133419	1.217514	2.105567
-2.259705	1.497367	1.412557	-2.290703	0.986120	0.837462
-2.259705	1.497367	1.412557	-2.336472	2.223456	1.116344
-2.691197	3.407240	1.589373	-2.094459	3.830399	1.299620
-2.691197	3.407240	1.589373	-3.133719	3.650512	2.246564
-2.691197	3.407240	1.589373	-2.843370	2.758814	1.164311
-1.691570	-0.823139	4.399479	-0.966981	-0.536669	4.140010
-1.691570	-0.823139	4.399479	-1.718394	-1.135342	5.138881
-1.691570	-0.823139	4.399479	-2.442371	-0.875781	4.003962
-1.290006	3.144898	4.417263	-1.240390	3.697897	5.024729
-1.290006	3.144898	4.417263	-0.944303	2.462570	4.584530
-1.290006	3.144898	4.417263	-1.594171	3.183732	3.675362
-1.063225	1.699696	-1.551062	-1.622528	2.195208	-1.273925
-1.063225	1.699696	-1.551062	-1.088627	1.267953	-2.209302
-1.063225	1.699696	-1.551062	-0.363339	1.576309	-1.225422
0.197732	1.904607	-1.732913	0.690927	2.426905	-1.570738
0.197732	1.904607	-1.732913	-0.363339	1.576309	-1.225422
0.197732	1.904607	-1.732913	0.182762	1.550837	-2.495230
1.980483	5.221694	-3.674871	2.405861	5.780083	-4.070165
1.980483	5.221694	-3.674871	2.121485	4.877872	-2.993506
1.980483	5.221694	-3.674871	1.342409	5.053376	-4.051609
2.269666	5.392671	-2.353483	2.121485	4.877872	-2.993506
2.269666	5.392671	-2.353483	1.806050	5.500838	-1.679614
2.269666	5.392671	-2.353483	2.977728	5.835105	-2.378809
-2.691481	-5.317707	-2.497370	-2.499845	-6.011711	-2.178240
-2.691481	-5.317707	-2.497370	-2.473557	-5.241208	-3.270869
-2.691481	-5.317707	-2.497370	-3.051757	-4.670932	-2.230129
1.928888	-5.450128	4.651753	2.002501	-4.681995	4.587142
1.928888	-5.450128	4.651753	2.561568	-5.955088	4.877566
1.928888	-5.450128	4.651753	1.156541	-5.673662	4.500030
-2.412589	0.484435	2.278646	-2.133419	1.217514	2.105567
-2.412589	0.484435	2.278646	-1.915383	-0.146870	1.953085
-2.412589	0.484435	2.278646	-3.073913	0.448126	2.697707
-2.936432	1.018082	3.834565	-3.033188	0.322613	3.469507
-2.936432	1.018082	3.834565	-2.342826	1.507041	3.925749
-2.936432	1.018082	3.834565	-3.551707	1.365010	4.205311
3.444960	0.648140	1.537564	4.016541	1.123305	1.217968
3.444960	0.648140	1.537564	3.492668	-0.165486	1.385457
3.444960	0.648140	1.537564	2.924736	1.090649	1.921910
3.726391	0.265315	3.341958	4.229022	0.777388	3.799792
3.726391	0.265315	3.341958	3.945622	-0.489602	3.312462
